,Year,Month,Date,PMID,Journal,Author,Title
821,NA,NA,NA,31676867,Nat Genet,Antonio Rueda Martin,PanelApp crowdsources expert knowledge to establish consensus diagnostic gene panels.
822,2019,10,4,31670698,J Med Internet Res,Katja Reuter,Public Concern About Monitoring Twitter Users and Their Conversations to Recruit for Clinical Trials: Survey Study.
823,2019,10,16,31669904,Water Res,Sarah Jakositz,Protection through participation: Crowdsourced tap water quality monitoring for enhanced public health.
824,2019,10,24,31666124,BMC Res Notes,Olga Korovina,Reliability of crowdsourcing as a method for collecting emotions labels on pictures.
825,2019,9,11,31660365,Open Forum Infect Dis,James B Cutrell,#WhyID: Crowdsourcing the Top Reasons to Choose Infectious Diseases in the Age of Twitter.
826,2019,10,9,31658763,Int J Environ Res Public Health,Lingling Wang,A Bibliometric Analysis of Crowdsourcing in the Field of Public Health.
827,2019,9,20,31657121,Pediatr Transplant,Amy H Jones,Crowdsourced analysis of factors and misconceptions associated with parental willingness to donate their child's organs.
828,2019,10,3,31645617,Sci Rep,Katie Lidster,Cage aggression in group-housed laboratory male mice: an international data crowdsourcing project.
829,2019,10,15,31627441,Sensors (Basel),Yonghang Jiang,Start from Scratch: A Crowdsourcing-Based Data Fusion Approach to Support Location-Aware Applications.
830,2019,9,9,31624005,Trends Microbiol,Filipe M Cerqueira,Starch Digestion by Gut Bacteria: Crowdsourcing for Carbs.
831,NA,NA,NA,31621347,Exp Clin Psychopharmacol,Herry Patel,Discounting of delayed monetary and cannabis rewards in a crowdsourced sample of adults.
832,2019,9,27,31613926,PLoS One,Martin N Hebart,"THINGS: A database of 1,854 object concepts and more than 26,000 naturalistic object images."
833,NA,NA,NA,31609288,Plast Reconstr Surg,Kenneth L Fan,Bridging the Knowledge Gap: An Examination of the Ideal Postoperative Autologous Breast Reconstruction Educational Material with A/B Testing.
834,2019,8,19,31596245,JMIR Public Health Surveill,Dan Wu,A Crowdsourced Physician Finder Prototype Platform for Men Who Have Sex with Men in China: Qualitative Study of Acceptability and Feasibility.
835,2019,10,2,31595975,Alcohol Clin Exp Res,Hope Peterson,Wake Forest Alcohol Imagery Set: Development and Validation of a Large Standardized Alcohol Imagery Dataset.
836,NA,NA,NA,31595082,Nature,NA,Mahatma Gandhi and sustainable science.
837,2019,8,14,31583709,Scand J Psychol,Amanda Rotella,Measuring delay discounting in a crowdsourced sample: An exploratory study.
838,2019,9,16,31580910,Resuscitation,K B Kern,A local neighborhood volunteer network improves response times for simulated cardiac arrest.
839,NA,NA,NA,31580747,J Endourol,Kevin Koo,"Rapid, Efficient Crowdsourcing Using Social Media for the Surgical Management of Nephrolithiasis."
840,NA,NA,NA,31576202,IEEE Trans Affect Comput,Jianbo Ye,Probabilistic Multigraph Modeling for Improving the Quality of Crowdsourced Affective Data.
841,NA,NA,NA,31573983,Alzheimer Dis Assoc Disord,Sara Wong,Older Adults With Subjective Cognitive Decline Worry About the Emotional Impact of Cognitive Test Results.
842,2019,8,29,31571341,J Viral Hepat,Karen Shen,A crowdsourced intervention to decrease hepatitis B stigma in men who have sex with men in China: A cohort study.
843,NA,NA,NA,31566396,Psychol Trauma,Steven L Lancaster,"Moral decision making, religious strain, and the experience of moral injury."
844,2019,8,27,31564838,Patient Prefer Adherence,Elias Oussedik,Accountability in patient adherence.
845,2019,8,22,31560691,PLoS One,Andrea Blasco,Advancing computational biology and bioinformatics research through open innovation competitions.
846,2019,8,14,31557278,Alcohol Alcohol,Erica N Grodin,"Reward, Relief and Habit Drinking: Initial Validation of a Brief Assessment Tool."
847,2019,9,12,31557244,PLoS One,Andreas Heusler,How Knowledge Stock Exchanges can increase student success in Massive Open Online Courses.
848,2019,9,2,31557184,PLoS One,Barbara Strobl,The CrowdWater game: A playful way to improve the accuracy of crowdsourced water level class data.
849,NA,NA,NA,31557052,Environ Health Perspect,Dinesh Kumar Barupal,Generating the Blood Exposome Database Using a Comprehensive Text Mining and Database Fusion Approach.
850,2019,9,9,31542838,Hernia,L van Hout,Perioperative monitoring of inguinal hernia patients with a smartphone application.
851,2019,9,3,31534170,Sci Rep,Xu Zhong,Revisiting the use of web search data for stock market movements.
852,NA,NA,NA,31527990,J Appl Stat,Daniel Fernández,Statistical considerations for crowdsourced perceptual ratings of human speech productions.
853,2019,6,24,31521254,Artif Intell Med,Haik Kalantarian,Labeling images with facial emotion and the potential for pediatric healthcare.
854,2019,6,5,31521249,Artif Intell Med,Tung Tran,Distant supervision for treatment relation extraction by leveraging MeSH subheadings.
855,2019,9,5,31521005,Health Place,Tomoya Hanibuchi,Virtual audits of streetscapes by crowdworkers.
856,NA,NA,NA,31512174,Behav Res Methods,Jesse Chandler,Online panels in social science research: Expanding sampling methods beyond Mechanical Turk.
857,2019,8,13,31508520,Heliyon,Asaf Rubin,"Entrepreneurial orientation, technological propensity and academic research productivity."
858,2019,8,30,31494525,Addict Behav,Stéphanie Baggio,Commentary on : Caution is needed when using self-reported alcohol use disorder screening tools.
859,NA,NA,NA,31486373,Lancet Oncol,Linda D Ho,Medical crowdfunding to access CAR T-cell therapy.
860,NA,NA,NA,31478633,Am Fam Physician,Roland Grad,Top POEMs of 2018 Consistent with the Principles of the Choosing Wisely Campaign.
861,NA,NA,NA,31455114,Health Commun,Kaibin Xu,"""Kindhearted People, Please Save My Family"": Narrative Strategies for New Media Medical Crowdfunding."
862,NA,NA,NA,31448936,J Exp Psychol Appl,Brett W Gelino,Temporal discounting of tornado shelter-seeking intentions amidst standard and impact-based weather alerts: A crowdsourced experiment.
863,NA,NA,NA,31443016,IEEE Trans Vis Comput Graph,Nicole Jardine,The Perceptual Proxies of Visual Comparison.
864,NA,NA,NA,31438155,Stud Health Technol Inform,Chunhua Weng,Crowdsourcing Public Opinion for Sharing Medical Records for the Advancement of Science.
865,2019,7,25,31434905,Sci Data,Jonathan Jong,"Death anxiety, exposure to death, mortuary preferences, and religiosity in five countries."
866,2019,8,8,31425849,Psychiatry Res,Mark Zimmerman,How should the severity of depression be rated on self-report depression scales?
867,NA,NA,NA,31424533,Aesthet Surg J,Jamil Ahmad,Commentary on: The Public's Perception on Breast and Nipple Reconstruction: A Crowdsourcing-Based Assessment.
868,2019,7,26,31419421,Am J Med,Gyorgy Baffy,Scientific Authors in a Changing World of Scholarly Communication: What Does the Future Hold?
869,NA,NA,NA,31411716,JAMA Netw Open,Andrea Gurmankin Levy,Assessment of Patient Nondisclosures to Clinicians of Experiencing Imminent Threats.
870,NA,NA,NA,31409924,Nature,Giorgia Guglielmi,Mexican science suffers under debilitating budget cuts.
871,NA,NA,NA,31409112,J Cutan Med Surg,Matthew C Johnson,Assessing the Effect of Clinical Trial Evidence and Anecdote on Caregivers' Willingness to Use Corticosteroids: A Randomized Controlled Trial [Formula: see text].
872,2019,7,26,31406239,Sci Rep,Jae-Young Son,Crowdsourcing punishment: Individuals reference group preferences to inform their own punitive decisions.
873,NA,NA,NA,31397591,Traffic Inj Prev,J C F de Winter,Cycling Skill Inventory: Assessment of motor-tactical skills and safety motives.
874,2019,7,12,31391262,J Neurosci,Sijia Zhao,Rapid Ocular Responses Are Modulated by Bottom-up-Driven Auditory Salience.
875,NA,NA,NA,31380674,Psychol Trauma,Krista Engle,Is Amazon's Mechanical Turk (MTurk) a comparable recruitment source for trauma studies?
876,NA,NA,NA,31370742,Women Health,Caitlin Biddle,Gender differences in symptom misattribution for coronary heart disease symptoms and intentions to seek health care.
877,NA,NA,NA,31368025,Behav Res Methods,Paweł Mandera,Recognition times for 62 thousand English words: Data from the English Crowdsourcing Project.
878,NA,NA,NA,31367458,Psychol Belg,Marc Brysbaert,Recognition Times for 54 Thousand Dutch Words: Data from the Dutch Crowdsourcing Project.
879,2019,7,25,31357725,Sensors (Basel),Tiago M Fernández-Caramés,"Enabling the Internet of Mobile Crowdsourcing Health Things: A Mobile Fog Computing, Blockchain and IoT Based Continuous Glucose Monitoring System for Diabetes Mellitus Research and Care."
880,2019,7,26,31357713,Sensors (Basel),Andrzej Romanowski,X-ray Imaging Analysis of Silo Flow Parameters Based on Trace Particles Using Targeted Crowdsourcing.
881,2019,7,2,33816862,PeerJ Comput Sci,Shinnosuke Nakayama,Matching individual attributes with task types in collaborative citizen science.
882,NA,NA,NA,31337917,Nature,Rafael Ruiz de Castañeda,Citizen science could map snakebite risk.
883,NA,NA,NA,31335394,Cancer J,Apostolia M Tsimberidou,"Defining, Identifying, and Understanding ""Exceptional Responders"" in Oncology Using the Tools of Precision Medicine."
884,2019,5,2,31333521,Front Psychol,Michelle Sheehan,Crowdsourcing and Minority Languages: The Case of Galician Inflected Infinitives.
885,NA,NA,NA,31324891,Nat Biotechnol,Sage Davis,Leveraging crowdsourcing to accelerate global health solutions.
886,2019,7,3,31323965,Sensors (Basel),Ville V Lehtola,Exploring GNSS Crowdsourcing Feasibility: Combinations of Measurements for Modeling Smartphone and Higher End GNSS Receiver Performance.
887,2019,7,16,31323780,Sensors (Basel),Jian Yang,Using Greedy Random Adaptive Procedure to Solve the User Selection Problem in Mobile Crowdsourcing.
888,2019,1,29,31321188,Plast Reconstr Surg Glob Open,Jeffrey C Posnick,Orthognathic Surgery Has a Significant Positive Effect on Perceived Personality Traits and Perceived Emotional Facial Expressions in Subjects with Primary Maxillary Deficiency.
889,2019,6,19,31316067,Sci Data,Md Ehsanul Haque Tamal,Social dynamics of short term variability in key measures of household and community wellbeing in Bangladesh.
890,NA,NA,NA,31297491,J Caffeine Adenosine Res,Cory A Crane,Caffeinated Alcoholic Beverages and Intimate Partner Violence Victimization.
891,NA,NA,NA,31296126,J Interpers Violence,Valerio Baćak,How Comprehensive Are Media-Based Data on Police Officer-Involved Shootings?
892,2019,5,27,31294058,Data Brief,Luca Pion-Tonachini,The ICLabel dataset of electroencephalographic (EEG) independent component (IC) features.
893,2019,5,16,31293243,J Med Internet Res,Michael Ning,Identification and Quantification of Gaps in Access to Autism Resources in the United States: An Infodemiological Study.
894,2019,6,17,31272411,BMC Public Health,Caroline Guerrisi,Factors associated with influenza-like-illness: a crowdsourced cohort study from 2012/13 to 2017/18.
895,2019,5,17,31267977,J Med Internet Res,Van Thu Nguyen,Overcoming Barriers to Mobilizing Collective Intelligence in Research: Qualitative Study of Researchers With Experience of Collective Intelligence.
896,2019,6,26,31261936,Sensors (Basel),Beakcheol Jang,IPSCL: An Accurate Indoor Positioning Algorithm Using Sensors and Crowdsourced Landmarks.
897,NA,NA,NA,31260639,Perspect Psychol Sci,Eric Luis Uhlmann,Scientific Utopia III: Crowdsourcing Science.
898,NA,NA,NA,34308269,Annu Rev Biomed Data Sci,Rhiju Das,Scientific Discovery Games for Biomedical Research.
899,2019,5,11,31254337,J Med Internet Res,Siyue Li,The Impact of Web-Based Ratings on Patient Choice of a Primary Care Physician Versus a Specialist: Randomized Controlled Experiment.
900,2019,6,13,31250828,J Med Internet Res,Peter Washington,Addendum to the Acknowledgements: Validity of Online Screening for Autism: Crowdsourcing Study Comparing Paid and Unpaid Diagnostic Tasks.
901,2019,4,30,31247029,PLoS Comput Biol,Rohan V Koodli,EternaBrain: Automated RNA design through move sets and strategies from an Internet-scale RNA videogame.
902,2018,10,8,31244496,Am J Pol Sci,Kenneth Benoit,Measuring and Explaining Political Sophistication through Textual Complexity.
903,2019,6,12,31242266,PLoS One,Konstanze Krueger,Animal behaviour in a human world: A crowdsourcing study on horses that open door and gate mechanisms.
904,2019,6,3,31241153,Gigascience,Bastian Greshake Tzovaras,Open Humans: A platform for participant-centered research and personal data exploration.
905,NA,NA,NA,31235498,CMAJ,Caroline Mercer,When doctors turn to crowdfunding to meet patients' needs.
906,NA,NA,NA,31232833,Am J Gastroenterol,Benjamin A Lerner,Response to Forbes.
907,2019,5,14,31227615,Neurology,Jeremy Snyder,Crowdfunding for stem cell-based interventions to treat neurologic diseases and injuries.
908,NA,NA,NA,31227531,BMJ Open,Alysha van Duynhoven,Spatially exploring the intersection of socioeconomic status and Canadian cancer-related medical crowdfunding campaigns.
909,2019,5,22,31217228,J Med Ethics,Pingyue Jin,Medical crowdfunding in China: empirics and ethics.
910,2019,3,31,31214254,Comput Intell Neurosci,Slaviša Dumnić,PathGame: Crowdsourcing Time-Constrained Human Solutions for the Travelling Salesperson Problem.
911,2019,3,7,31213225,Sex Health,Cedric H Bien-Gund,"Providing competent, comprehensive and inclusive sexual health services for men who have sex with men in low- and middle-income countries: a scoping review."
912,2019,6,4,31207972,Sensors (Basel),Tao Yu,Walrasian Equilibrium-Based Incentive Scheme for Mobile Crowdsourcing Fingerprint Localization.
913,NA,NA,NA,31205132,Am J Gastroenterol,Geoffrey M Forbes,Improving the Treatment of Celiac Disease.
914,2019,6,3,31200730,Implement Sci,Rebecca E Stewart,The clinician crowdsourcing challenge: using participatory design to seed implementation strategies.
915,2019,6,6,31200648,BMC Med Res Methodol,John A Cunningham,"Outcomes of two randomized controlled trials, employing participants recruited through Mechanical Turk, of Internet interventions targeting unhealthy alcohol use."
916,2019,3,3,31193792,Addict Behav Rep,John A Cunningham,Pilot randomized controlled trial of an online intervention for problem gamblers.
917,2019,4,29,31181079,PLoS One,Emilie Novaczek,Generating higher resolution regional seafloor maps from crowd-sourced bathymetry.
918,2019,5,16,31172674,Catheter Cardiovasc Interv,Arnold H Seto,What patients want.
919,NA,NA,NA,31170013,Am J Drug Alcohol Abuse,Cory A Crane,The association between caffeinated alcoholic beverages and the perpetration of intimate partner violence.
